,total_voters,null_votes,valid_votes,url,region,voters,unmarked_votes,no_votes_p,yes_votes_p,yes_votes,no_votes,vulner_idx,yes_no_ratio,elec_part,h_affect
HOLANDA,1693,0,301,http://plebiscito.registraduria.gov.co/99PL/DPL88435ZZZZZZZZZZZZ_L1.htm,CONSULADOS,301,0,0.2259,0.774,233,68,0,3.42629482072,0.177790903721,0
HONDA,23027,150,8337,http://plebiscito.registraduria.gov.co/99PL/DPL29064ZZZZZZZZZZZZ_L1.htm,TOLIMA,8549,62,0.5743,0.4256,3549,4788,0,0.741076092635,0.371259825422,0
HONDURAS,441,0,61,http://plebiscito.registraduria.gov.co/99PL/DPL88440ZZZZZZZZZZZZ_L1.htm,CONSULADOS,61,0,0.4426,0.5573,34,27,0,1.25915047447,0.138321995465,0
IBAGUE,392554,2184,179659,http://plebiscito.registraduria.gov.co/99PL/DPL29001ZZZZZZZZZZZZ_L1.htm,TOLIMA,182499,656,0.606,0.3939,70780,108879,0,0.65,0.464901644105,0
ICONONZO,8395,49,2833,http://plebiscito.registraduria.gov.co/99PL/DPL29067ZZZZZZZZZZZZ_L1.htm,TOLIMA,2912,30,0.4712,0.5287,1498,1335,0,1.12202886248,0.346873138773,0
ILES,6900,45,2287,http://plebiscito.registraduria.gov.co/99PL/DPL23061ZZZZZZZZZZZZ_L1.htm,NARIÑO,2369,37,0.3747,0.6252,1430,857,0,1.66853482786,0.343333333333,0
IMUES,6314,28,2068,http://plebiscito.registraduria.gov.co/99PL/DPL23064ZZZZZZZZZZZZ_L1.htm,NARIÑO,2129,33,0.441,0.5589,1156,912,0,1.26734693878,0.337187203041,0
INDONESIA,190,0,56,http://plebiscito.registraduria.gov.co/99PL/DPL88460ZZZZZZZZZZZZ_L1.htm,CONSULADOS,56,0,0.1607,0.8392,47,9,0,5.22215308027,0.294736842105,0
INGLATERRA,9177,2,1691,http://plebiscito.registraduria.gov.co/99PL/DPL88465ZZZZZZZZZZZZ_L1.htm,CONSULADOS,1694,1,0.3146,0.6853,1159,532,0,2.17832167832,0.184591914569,0
INIRIDA,19789,50,5099,http://plebiscito.registraduria.gov.co/99PL/DPL50001ZZZZZZZZZZZZ_L1.htm,GUAINIA,5194,45,0.4777,0.5222,2663,2436,0,1.0931546996,0.262469048461,0
INZA,16634,74,4495,http://plebiscito.registraduria.gov.co/99PL/DPL11031ZZZZZZZZZZZZ_L1.htm,CAUCA,4649,80,0.2618,0.7381,3318,1177,2,2.81932773109,0.27948779608,0
IPIALES,92217,503,31706,http://plebiscito.registraduria.gov.co/99PL/DPL23067ZZZZZZZZZZZZ_L1.htm,NARIÑO,32826,617,0.4996,0.5003,15864,15842,2,1.0014011209,0.355964735352,0
IQUIRA,6862,40,2837,http://plebiscito.registraduria.gov.co/99PL/DPL19046ZZZZZZZZZZZZ_L1.htm,HUILA,2901,24,0.6087,0.3912,1110,1727,0,0.642681123706,0.422763042845,0
IRLANDA,91,0,49,http://plebiscito.registraduria.gov.co/99PL/DPL88470ZZZZZZZZZZZZ_L1.htm,CONSULADOS,49,0,0.3265,0.6734,33,16,0,2.06248085758,0.538461538462,0
ISNOS,18179,155,7467,http://plebiscito.registraduria.gov.co/99PL/DPL19044ZZZZZZZZZZZZ_L1.htm,HUILA,7723,101,0.7266,0.2733,2041,5426,1,0.376135425268,0.424830848782,0
ISRAEL,774,1,61,http://plebiscito.registraduria.gov.co/99PL/DPL88490ZZZZZZZZZZZZ_L1.htm,CONSULADOS,62,0,0.3606,0.6393,39,22,0,1.77287853577,0.0801033591731,0
ISTMINA,21319,155,5669,http://plebiscito.registraduria.gov.co/99PL/DPL17019ZZZZZZZZZZZZ_L1.htm,CHOCO,5912,88,0.2961,0.7038,3990,1679,3,2.37689969605,0.277311318542,0
ITAGUI,245703,1344,94793,http://plebiscito.registraduria.gov.co/99PL/DPL01151ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,96563,426,0.629,0.3709,35166,59627,0,0.589666136725,0.393007004391,0
ITALIA,5241,2,428,http://plebiscito.registraduria.gov.co/99PL/DPL88495ZZZZZZZZZZZZ_L1.htm,CONSULADOS,431,1,0.25,0.75,321,107,0,3.0,0.0822362144629,0
ITUANGO,17406,116,3902,http://plebiscito.registraduria.gov.co/99PL/DPL01154ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,4157,139,0.3065,0.6934,2706,1196,2,2.26231647635,0.23882569229,0
IZA,2224,13,832,http://plebiscito.registraduria.gov.co/99PL/DPL07118ZZZZZZZZZZZZ_L1.htm,BOYACA,857,12,0.5588,0.4411,367,465,0,0.78937007874,0.385341726619,0
JAMAICA,256,0,32,http://plebiscito.registraduria.gov.co/99PL/DPL88500ZZZZZZZZZZZZ_L1.htm,CONSULADOS,32,0,0.5625,0.4375,14,18,0,0.777777777778,0.125,0
JAMBALO,8072,89,3790,http://plebiscito.registraduria.gov.co/99PL/DPL11034ZZZZZZZZZZZZ_L1.htm,CAUCA,3945,66,0.1372,0.8627,3270,520,1,6.28790087464,0.488726461843,0
JAMUNDI,96350,518,33725,http://plebiscito.registraduria.gov.co/99PL/DPL31064ZZZZZZZZZZZZ_L1.htm,VALLE,34404,161,0.4644,0.5355,18060,15665,1,1.15310077519,0.357073170732,0
JAPON,799,0,112,http://plebiscito.registraduria.gov.co/99PL/DPL88505ZZZZZZZZZZZZ_L1.htm,CONSULADOS,112,0,0.2946,0.7053,79,33,0,2.39409368635,0.140175219024,0
JARDIN,12094,44,4504,http://plebiscito.registraduria.gov.co/99PL/DPL01157ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,4594,46,0.6403,0.3596,1620,2884,0,0.561611744495,0.379857780718,0
JENESANO,5464,33,1615,http://plebiscito.registraduria.gov.co/99PL/DPL07121ZZZZZZZZZZZZ_L1.htm,BOYACA,1673,25,0.3616,0.6383,1031,584,0,1.76521017699,0.306185944363,0
JERICO,3218,23,929,http://plebiscito.registraduria.gov.co/99PL/DPL07124ZZZZZZZZZZZZ_L1.htm,BOYACA,974,22,0.6135,0.3864,359,570,0,0.629828850856,0.302672467371,0
JERUSALEN,2700,7,865,http://plebiscito.registraduria.gov.co/99PL/DPL15133ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,888,16,0.452,0.5479,474,391,0,1.21216814159,0.328888888889,0
JESUS MARIA,3248,19,1020,http://plebiscito.registraduria.gov.co/99PL/DPL27112ZZZZZZZZZZZZ_L1.htm,SANTANDER,1055,16,0.3676,0.6323,645,375,0,1.72007616975,0.324815270936,0
JORDAN,1107,3,385,http://plebiscito.registraduria.gov.co/99PL/DPL27115ZZZZZZZZZZZZ_L1.htm,SANTANDER,399,11,0.4961,0.5038,194,191,0,1.0155210643,0.360433604336,0
JUAN DE ACOSTA,17179,19,3471,http://plebiscito.registraduria.gov.co/99PL/DPL03016ZZZZZZZZZZZZ_L1.htm,ATLANTICO,3500,10,0.3117,0.6882,2389,1082,0,2.20789220404,0.203737120903,1
JUNIN,5524,39,1717,http://plebiscito.registraduria.gov.co/99PL/DPL15136ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,1769,13,0.5958,0.4041,694,1023,0,0.678247734139,0.320238957277,0
JURADO,3049,7,724,http://plebiscito.registraduria.gov.co/99PL/DPL17022ZZZZZZZZZZZZ_L1.htm,CHOCO,744,13,0.1988,0.8011,580,144,3,4.02967806841,0.244014430961,0
KENIA,57,0,15,http://plebiscito.registraduria.gov.co/99PL/DPL88515ZZZZZZZZZZZZ_L1.htm,CONSULADOS,15,0,0.1333,0.8666,13,2,0,6.50112528132,0.263157894737,0
LA APARTADA (FRONTERA),12522,65,3754,http://plebiscito.registraduria.gov.co/99PL/DPL13020ZZZZZZZZZZZZ_L1.htm,CORDOBA,3919,100,0.3241,0.6758,2537,1217,0,2.08515890157,0.312969174253,0
LA ARGENTINA (PLATA VIEJA),9990,69,2894,http://plebiscito.registraduria.gov.co/99PL/DPL19047ZZZZZZZZZZZZ_L1.htm,HUILA,3009,46,0.5539,0.446,1291,1603,0,0.805199494494,0.301201201201,0
LA BELLEZA,5353,28,2205,http://plebiscito.registraduria.gov.co/99PL/DPL27119ZZZZZZZZZZZZ_L1.htm,SANTANDER,2250,17,0.6639,0.336,741,1464,0,0.506100316313,0.420325051373,0
LA CALERA,20312,114,9152,http://plebiscito.registraduria.gov.co/99PL/DPL15139ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,9292,26,0.4662,0.5337,4885,4267,0,1.14478764479,0.457463568334,0
LA CAPILLA,2576,28,1018,http://plebiscito.registraduria.gov.co/99PL/DPL07130ZZZZZZZZZZZZ_L1.htm,BOYACA,1072,26,0.4842,0.5157,525,493,0,1.06505576208,0.416149068323,0
LA CEJA,44306,325,22304,http://plebiscito.registraduria.gov.co/99PL/DPL01163ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,22800,171,0.6989,0.301,6715,15589,0,0.430676777794,0.514602988309,0
LA CELIA,6500,59,2365,http://plebiscito.registraduria.gov.co/99PL/DPL24038ZZZZZZZZZZZZ_L1.htm,RISARALDA,2457,33,0.6181,0.3818,903,1462,0,0.617699401391,0.378,0
LA CHORRERA,1030,3,362,http://plebiscito.registraduria.gov.co/99PL/DPL60013ZZZZZZZZZZZZ_L1.htm,AMAZONAS,366,1,0.1712,0.8287,300,62,0,4.84053738318,0.355339805825,0
LA CRUZ,13571,87,5498,http://plebiscito.registraduria.gov.co/99PL/DPL23073ZZZZZZZZZZZZ_L1.htm,NARIÑO,5690,105,0.4823,0.5176,2846,2652,0,1.07319095998,0.419276398202,0
LA CUMBRE,12758,44,4059,http://plebiscito.registraduria.gov.co/99PL/DPL31067ZZZZZZZZZZZZ_L1.htm,VALLE,4132,29,0.4981,0.5018,2037,2022,0,1.00742822726,0.323875215551,0
LA DORADA,57740,545,20466,http://plebiscito.registraduria.gov.co/99PL/DPL09049ZZZZZZZZZZZZ_L1.htm,CALDAS,21133,122,0.6624,0.3375,6908,13558,0,0.509510869565,0.366002771043,0
LA ESPERANZA,8292,55,2962,http://plebiscito.registraduria.gov.co/99PL/DPL25051ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,3060,43,0.6553,0.3446,1021,1941,0,0.525866015565,0.369030390738,0
LA ESTRELLA,50695,194,18441,http://plebiscito.registraduria.gov.co/99PL/DPL01166ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,18723,88,0.6353,0.3646,6725,11716,0,0.573902093499,0.369326363547,0
LA FLORIDA,8949,39,3140,http://plebiscito.registraduria.gov.co/99PL/DPL23076ZZZZZZZZZZZZ_L1.htm,NARIÑO,3227,48,0.27,0.7299,2292,848,0,2.70333333333,0.360598949603,0
LA GLORIA,10450,54,3657,http://plebiscito.registraduria.gov.co/99PL/DPL12600ZZZZZZZZZZZZ_L1.htm,CESAR,3742,31,0.4856,0.5143,1881,1776,0,1.05910214168,0.358086124402,0
LA JAGUA DE IBIRICO,24815,219,9417,http://plebiscito.registraduria.gov.co/99PL/DPL12608ZZZZZZZZZZZZ_L1.htm,CESAR,9694,58,0.4588,0.5411,5096,4321,1,1.1793809939,0.390650816039,0
LA JAGUA DEL PILAR,3839,15,1181,http://plebiscito.registraduria.gov.co/99PL/DPL48012ZZZZZZZZZZZZ_L1.htm,LA GUAJIRA,1196,0,0.2709,0.729,861,320,0,2.69102990033,0.311539463402,1
LA LLANADA,3376,58,1396,http://plebiscito.registraduria.gov.co/99PL/DPL23077ZZZZZZZZZZZZ_L1.htm,NARIÑO,1490,36,0.2865,0.7134,996,400,2,2.49005235602,0.4413507109,0
LA MACARENA,7900,51,3038,http://plebiscito.registraduria.gov.co/99PL/DPL52041ZZZZZZZZZZZZ_L1.htm,META,3108,19,0.2633,0.7366,2238,800,3,2.79756931257,0.393417721519,0
LA MERCED,5641,50,1974,http://plebiscito.registraduria.gov.co/99PL/DPL09052ZZZZZZZZZZZZ_L1.htm,CALDAS,2067,43,0.5612,0.4387,866,1108,0,0.781717747684,0.366424392838,0
LA MESA,23470,123,8647,http://plebiscito.registraduria.gov.co/99PL/DPL15142ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,8806,36,0.4962,0.5037,4356,4291,0,1.01511487304,0.375202386025,0
LA MONTAÑITA,10500,23,3092,http://plebiscito.registraduria.gov.co/99PL/DPL44007ZZZZZZZZZZZZ_L1.htm,CAQUETA,3136,21,0.2577,0.7422,2295,797,3,2.88009313155,0.298666666667,0
LA PALMA,8708,74,2802,http://plebiscito.registraduria.gov.co/99PL/DPL15145ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,2947,71,0.3882,0.6117,1714,1088,0,1.57573415765,0.338424437299,0
LA PAZ,4139,29,1171,http://plebiscito.registraduria.gov.co/99PL/DPL27118ZZZZZZZZZZZZ_L1.htm,SANTANDER,1217,17,0.4184,0.5815,681,490,0,1.38981835564,0.29403237497,0
LA PEDRERA,1008,1,214,http://plebiscito.registraduria.gov.co/99PL/DPL60016ZZZZZZZZZZZZ_L1.htm,AMAZONAS,216,1,0.1168,0.8831,189,25,0,7.56078767123,0.214285714286,0
LA PEÑA,5608,30,2012,http://plebiscito.registraduria.gov.co/99PL/DPL15148ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,2083,41,0.7445,0.2554,514,1498,0,0.343049026192,0.371433666191,0
LA PINTADA,6588,31,2406,http://plebiscito.registraduria.gov.co/99PL/DPL01170ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,2459,22,0.5773,0.4226,1017,1389,0,0.732028408107,0.373254401943,0
LA PLATA,40433,205,13666,http://plebiscito.registraduria.gov.co/99PL/DPL19049ZZZZZZZZZZZZ_L1.htm,HUILA,13985,114,0.6725,0.3274,4475,9191,1,0.486840148699,0.345880839908,0
LA PLAYA,6626,39,1503,http://plebiscito.registraduria.gov.co/99PL/DPL25052ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,1574,32,0.5116,0.4883,734,769,0,0.954456606724,0.2375490492,0
LA PRIMAVERA,7267,33,2448,http://plebiscito.registraduria.gov.co/99PL/DPL72008ZZZZZZZZZZZZ_L1.htm,VICHADA,2504,23,0.7299,0.27,661,1787,3,0.369913686806,0.344571349938,0
LA SALINA,762,11,442,http://plebiscito.registraduria.gov.co/99PL/DPL46480ZZZZZZZZZZZZ_L1.htm,CASANARE,458,5,0.1153,0.8846,391,51,0,7.67215958369,0.601049868766,0
LA SIERRA,8829,63,2823,http://plebiscito.registraduria.gov.co/99PL/DPL11037ZZZZZZZZZZZZ_L1.htm,CAUCA,2955,69,0.3928,0.6071,1714,1109,1,1.54557026477,0.334692490656,0
LA TEBAIDA,27501,204,10854,http://plebiscito.registraduria.gov.co/99PL/DPL26050ZZZZZZZZZZZZ_L1.htm,QUINDIO,11156,98,0.6285,0.3714,4032,6822,0,0.590930787589,0.405657976074,0
LA TOLA,4996,23,1944,http://plebiscito.registraduria.gov.co/99PL/DPL23078ZZZZZZZZZZZZ_L1.htm,NARIÑO,1975,8,0.1203,0.8796,1710,234,3,7.31172069825,0.395316253002,0
LA UNION,26489,170,10178,http://plebiscito.registraduria.gov.co/99PL/DPL31070ZZZZZZZZZZZZ_L1.htm,VALLE,10429,81,0.7256,0.2743,2792,7386,1,0.378031973539,0.393710596852,0
LA UVITA,2537,19,898,http://plebiscito.registraduria.gov.co/99PL/DPL07136ZZZZZZZZZZZZ_L1.htm,BOYACA,933,16,0.6804,0.3195,287,611,0,0.469576719577,0.367757193536,0
LA VEGA,12184,111,5271,http://plebiscito.registraduria.gov.co/99PL/DPL15151ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,5399,17,0.5431,0.4568,2408,2863,0,0.841097403793,0.44312212738,0
LA VICTORIA,11609,55,4164,http://plebiscito.registraduria.gov.co/99PL/DPL31073ZZZZZZZZZZZZ_L1.htm,VALLE,4260,41,0.5365,0.4634,1930,2234,0,0.863746505126,0.366956671548,0
LA VIRGINIA,31403,210,12081,http://plebiscito.registraduria.gov.co/99PL/DPL24046ZZZZZZZZZZZZ_L1.htm,RISARALDA,12411,120,0.5983,0.4016,4852,7229,0,0.671235166305,0.395217017482,0
LABATECA,4905,32,1659,http://plebiscito.registraduria.gov.co/99PL/DPL25049ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,1709,18,0.4713,0.5286,877,782,0,1.12157861235,0.348419979613,0
LABRANZAGRANDE,2722,17,973,http://plebiscito.registraduria.gov.co/99PL/DPL07127ZZZZZZZZZZZZ_L1.htm,BOYACA,1003,13,0.5436,0.4563,444,529,2,0.83940397351,0.368479059515,0
LANDAZURI,9356,173,2820,http://plebiscito.registraduria.gov.co/99PL/DPL27120ZZZZZZZZZZZZ_L1.htm,SANTANDER,3055,62,0.4737,0.5262,1484,1336,0,1.11082963901,0.326528430953,0
LEBRIJA,29381,175,12595,http://plebiscito.registraduria.gov.co/99PL/DPL27121ZZZZZZZZZZZZ_L1.htm,SANTANDER,12831,61,0.6937,0.3062,3857,8738,0,0.441401182067,0.436710799496,0
LEIVA,7254,44,2882,http://plebiscito.registraduria.gov.co/99PL/DPL23080ZZZZZZZZZZZZ_L1.htm,NARIÑO,2973,47,0.0961,0.9038,2605,277,2,9.40478668054,0.409842845327,0
LEJANIAS,7903,92,2923,http://plebiscito.registraduria.gov.co/99PL/DPL52042ZZZZZZZZZZZZ_L1.htm,META,3054,39,0.5596,0.4403,1287,1636,1,0.786812008578,0.386435530811,0
LENGUAZAQUE,6966,77,2543,http://plebiscito.registraduria.gov.co/99PL/DPL15154ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,2636,16,0.6024,0.3975,1011,1532,0,0.659860557769,0.378409417169,0
LERIDA,15269,77,5560,http://plebiscito.registraduria.gov.co/99PL/DPL29070ZZZZZZZZZZZZ_L1.htm,TOLIMA,5665,28,0.5057,0.4942,2748,2812,0,0.977259244611,0.371013163927,0
LETICIA,34592,84,8866,http://plebiscito.registraduria.gov.co/99PL/DPL60001ZZZZZZZZZZZZ_L1.htm,AMAZONAS,8990,40,0.5033,0.4966,4403,4463,0,0.986687860123,0.259886679001,0
LIBANO,32895,226,10396,http://plebiscito.registraduria.gov.co/99PL/DPL29073ZZZZZZZZZZZZ_L1.htm,TOLIMA,10767,145,0.5038,0.4961,5158,5238,0,0.984716157205,0.327314181487,0
LIBORINA,9204,40,2607,http://plebiscito.registraduria.gov.co/99PL/DPL01172ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,2703,56,0.6421,0.3578,933,1674,0,0.557234075689,0.293676662321,0
LINARES,8485,64,3499,http://plebiscito.registraduria.gov.co/99PL/DPL23082ZZZZZZZZZZZZ_L1.htm,NARIÑO,3632,69,0.1291,0.8708,3047,452,3,6.74515879163,0.428049499116,0
LLORO,7605,63,2563,http://plebiscito.registraduria.gov.co/99PL/DPL17025ZZZZZZZZZZZZ_L1.htm,CHOCO,2666,40,0.1697,0.8302,2128,435,2,4.89216263995,0.350558842867,0
LOPEZ (MICAY),12401,12,4245,http://plebiscito.registraduria.gov.co/99PL/DPL11043ZZZZZZZZZZZZ_L1.htm,CAUCA,4282,25,0.0624,0.9375,3980,265,3,15.0240384615,0.345294734296,0
LORICA,84539,266,25945,http://plebiscito.registraduria.gov.co/99PL/DPL13022ZZZZZZZZZZZZ_L1.htm,CORDOBA,26378,167,0.3232,0.6767,17559,8386,0,2.09375,0.312021670472,0
LOS ANDES (SOTOMAYOR),7132,60,3149,http://plebiscito.registraduria.gov.co/99PL/DPL23085ZZZZZZZZZZZZ_L1.htm,NARIÑO,3279,70,0.2295,0.7704,2426,723,0,3.3568627451,0.459758833427,0
LOS CORDOBAS,13721,39,4752,http://plebiscito.registraduria.gov.co/99PL/DPL13023ZZZZZZZZZZZZ_L1.htm,CORDOBA,4841,50,0.2224,0.7775,3695,1057,0,3.49595323741,0.352816850084,0
LOS PALMITOS,17591,66,7530,http://plebiscito.registraduria.gov.co/99PL/DPL28055ZZZZZZZZZZZZ_L1.htm,SUCRE,7661,65,0.2325,0.7674,5779,1751,0,3.30064516129,0.435506793247,0
LOS PATIOS,78165,293,28480,http://plebiscito.registraduria.gov.co/99PL/DPL25054ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,28831,58,0.7195,0.2804,7986,20494,0,0.389715079917,0.36884794985,0
LOS SANTOS,8529,166,3908,http://plebiscito.registraduria.gov.co/99PL/DPL27124ZZZZZZZZZZZZ_L1.htm,SANTANDER,4109,35,0.5795,0.4204,1643,2265,0,0.725452976704,0.481768085356,0
LOURDES,3214,53,1221,http://plebiscito.registraduria.gov.co/99PL/DPL25055ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,1299,25,0.7403,0.2596,317,904,0,0.350668647845,0.40416925949,0
LURUACO,23080,25,3511,http://plebiscito.registraduria.gov.co/99PL/DPL03019ZZZZZZZZZZZZ_L1.htm,ATLANTICO,3564,28,0.3548,0.6451,2265,1246,0,1.81820744081,0.154419410745,1
MACANAL,3603,24,1192,http://plebiscito.registraduria.gov.co/99PL/DPL07142ZZZZZZZZZZZZ_L1.htm,BOYACA,1235,19,0.6107,0.3892,464,728,0,0.637301457344,0.342769913961,0
MACARAVITA,2244,21,803,http://plebiscito.registraduria.gov.co/99PL/DPL27127ZZZZZZZZZZZZ_L1.htm,SANTANDER,840,16,0.4321,0.5678,456,347,0,1.31404767415,0.374331550802,0
MACEO,7467,26,1842,http://plebiscito.registraduria.gov.co/99PL/DPL01175ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,1899,31,0.5781,0.4218,777,1065,0,0.729631551635,0.254319003616,0
MACHETA,6109,35,1770,http://plebiscito.registraduria.gov.co/99PL/DPL15157ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,1825,20,0.5694,0.4305,762,1008,0,0.756059009484,0.298739564577,0
MADRID,54897,641,27959,http://plebiscito.registraduria.gov.co/99PL/DPL15160ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,28695,95,0.6224,0.3775,10555,17404,0,0.606523136247,0.522706158806,0
MAGANGUE,93554,261,26444,http://plebiscito.registraduria.gov.co/99PL/DPL05028ZZZZZZZZZZZZ_L1.htm,BOLIVAR,26911,206,0.3768,0.6231,16478,9966,0,1.65366242038,0.287652051222,1
MAGUI (PAYAN),6221,34,2286,http://plebiscito.registraduria.gov.co/99PL/DPL23088ZZZZZZZZZZZZ_L1.htm,NARIÑO,2344,24,0.0686,0.9313,2129,157,3,13.5758017493,0.376788297701,0
MAHATES,19421,32,4041,http://plebiscito.registraduria.gov.co/99PL/DPL05031ZZZZZZZZZZZZ_L1.htm,BOLIVAR,4121,48,0.3024,0.6975,2819,1222,0,2.30654761905,0.212192986973,1
MAICAO,120312,187,20329,http://plebiscito.registraduria.gov.co/99PL/DPL48010ZZZZZZZZZZZZ_L1.htm,LA GUAJIRA,20773,257,0.4704,0.5295,10766,9563,2,1.1256377551,0.172659418844,1
MAJAGUAL,26077,52,6792,http://plebiscito.registraduria.gov.co/99PL/DPL28060ZZZZZZZZZZZZ_L1.htm,SUCRE,6929,85,0.4206,0.5793,3935,2857,0,1.37731811698,0.265713080492,0
MALAGA,15663,178,6624,http://plebiscito.registraduria.gov.co/99PL/DPL27130ZZZZZZZZZZZZ_L1.htm,SANTANDER,6841,39,0.6168,0.3831,2538,4086,0,0.621108949416,0.436761795314,0
MALAMBO,74964,94,15718,http://plebiscito.registraduria.gov.co/99PL/DPL03022ZZZZZZZZZZZZ_L1.htm,ATLANTICO,15857,45,0.4394,0.5605,8810,6908,0,1.27560309513,0.211528200203,1
MALASIA,105,0,20,http://plebiscito.registraduria.gov.co/99PL/DPL88560ZZZZZZZZZZZZ_L1.htm,CONSULADOS,20,0,0.35,0.65,13,7,0,1.85714285714,0.190476190476,0
MALLAMA (PIEDRANCHA),5984,38,1829,http://plebiscito.registraduria.gov.co/99PL/DPL23091ZZZZZZZZZZZZ_L1.htm,NARIÑO,1897,30,0.369,0.6309,1154,675,0,1.70975609756,0.317012032086,0
MANATI,13416,10,1977,http://plebiscito.registraduria.gov.co/99PL/DPL03025ZZZZZZZZZZZZ_L1.htm,ATLANTICO,1995,8,0.1603,0.8396,1660,317,0,5.23767935122,0.148703041145,1
MANAURE,52567,44,3186,http://plebiscito.registraduria.gov.co/99PL/DPL48011ZZZZZZZZZZZZ_L1.htm,LA GUAJIRA,3260,30,0.445,0.5549,1768,1418,0,1.24696629213,0.062016093747,1
MANAURE BALCON DEL CESAR (MANA,7225,46,3119,http://plebiscito.registraduria.gov.co/99PL/DPL12625ZZZZZZZZZZZZ_L1.htm,CESAR,3187,22,0.3866,0.6133,1913,1206,0,1.5863942059,0.441107266436,0
MANI,10075,86,4724,http://plebiscito.registraduria.gov.co/99PL/DPL46520ZZZZZZZZZZZZ_L1.htm,CASANARE,4850,40,0.6911,0.3088,1459,3265,0,0.446823903921,0.481389578164,0
MANIZALES,323102,2505,151101,http://plebiscito.registraduria.gov.co/99PL/DPL09001ZZZZZZZZZZZZ_L1.htm,CALDAS,154340,734,0.5093,0.4906,74140,76961,0,0.963282937365,0.477681970399,0
MANTA,4110,34,1688,http://plebiscito.registraduria.gov.co/99PL/DPL15163ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,1739,17,0.4976,0.5023,848,840,0,1.00944533762,0.423114355231,0
MANZANARES,15465,91,4919,http://plebiscito.registraduria.gov.co/99PL/DPL09055ZZZZZZZZZZZZ_L1.htm,CALDAS,5092,82,0.6395,0.3604,1773,3146,0,0.563565285379,0.329259618493,0
